hubTitle	entity
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · arc
Knýtlinga saga	Knýtlinga saga. · lat · non
Falarisbreven	Falarisbreven. · lat
Njáls saga	Njáls saga. · eng
Gilgamesh	The epic of Gilgamesh. · tur
Kanteletar	Kanteletar. · ger
Mishna. Avot	Mishna. · [Avot. Engelska & Hebreiska]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · arc
Vatnsdæla saga	Vatnsdælasaga. · 1935
Catonis disticha	Catonis disticha. · eng
Bibeln. Jesaja	Bibeln. · [Jesaja.] · Lindblom · swe
Jyske lov	Jyske lov. · nds
Bibeln	Bibeln. · Authorized. · 1677. · eng
Bibeln. Urval	Bibeln. · Fragment. · 1893 · Syriska & Engelska.
Bibeln. Job	Bibeln. · [Job.] · yid
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · fin
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken.] · 1975 · Ford. · eng
Konungs skuggsjá	Konungs skuggsjá. · Danska & Fornisländska
Talmud. Urval	Talmud. · Urval. · 1963 · ger
Bibeln	Bibeln. · New Revised Standard · eng
Bibeln. Jeremia. Urval	Bible. · [Jeremiah, XXXVII-LII.] · Lundbom. · 2004. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Lefèvre d'Etaples · fre
Kanteletar. Urval	Kanteletar. · Urval
Midrash rabba. Moseboken 3	Midrash rabba. · [Moseboken 3]
Tipitaka. Suttapiṭaka. Khuddakanikāya. Suttanipāta	Suttapiṭaka
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Nylatin.
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Tyska]
Bibeln. Evangelierna	Bible. · [Gospels.] · 
Bibeln. Moseboken 2	Bible. · [O.T., Exodus.]
Bueve de Hanstone	Beuve de Hanstone.
Haggada	Haggada. Svenska. · heb
Mahābhārata. Nalopākhyāna	Nalopākhyāna. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1945 · lat
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Svenska & Hebreiska
Guang yun	Guang yun.
Bibeln	Bibeln. · afr
Esra 4	Esra 4. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1951 · dan
Purana. Mārkaṇḍeyapurāṇa	Purana. · [Mārkaṇđ̌eyapurāṇa. Engelska]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1930 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · lit
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1813 · ita
Bibeln. Job	Bibeln. · [Job.] · Vaihinger. · 1842 · ger
Bibeln. Nya Testamentet	Bible. · [N.T.] · Tyndale. · 1536. · eng
Den svenska psalmboken	Svenska psalmboken
Bibeln	Bibeln. · Polyglott.
Bibeln. Historiska böckerna	Bible. · [O.T., Historical books., Coptic (Sahidic)] · [1911.]
Bibeln. Kolosserbrevet	Bibeln. · [Kolosserbrevet.] · eng
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken.] · 2014 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1888 · fin
Bibeln. Lukasevangeliet	Bibeln · [Lukasevangeliet] · swe
Bibeln. Samuelsböckerna	Bibeln. · [Samuelsböckerna.] · cop
al-Muʻallaqāt	al-Muʻallaqāt
Bibeln	Bible. · 1677. · wel
Bibeln. Jesaja	Bibeln. · [Jesaja.] · tig
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1675 · Hebreiska & Latin.
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · bnt
Purana. Bhagavatapurana	Purāṇa. · Bhāgavata-purāṇa. Svenska]
Bibeln. Moseböckerna	Bibeln. · [Psaltaren.] · urd
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · lat
Hænsa-Þóris saga	Hœnsa Þoris saga
Bibeln	Bibeln. · Bèze · 1644. · eng
Bibeln. Romarbrevet	Bible. · [N.T., Romans., Wells.] · Polyglot.
Gunnlaugs saga ormstungu	Gunnlaug Ormstungas saga. · swe
Bibeln. Evangelierna. Urval	Bibeln. · [Evangelierna.] · Urval · chu
Homeriska hymnerna	Homeriska hymnerna. · Engelska & grekiska
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · ara
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1599. · mul
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Waldenström. · 1904 · swe
Tipitaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Dhammapada. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1829 · fin
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · sma
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1683 · Grekiska
Bibeln. Nya Testamentet	Bibeln. · [Evangelierna] · 1684 · got · ang
Mishna	Mishna. · Latin & Hebreiska
Bibeln	Bibeln. · Luther. · 1556 · ger
Bibeln	Bibeln. · 1726 · ger
Bundahishn	Bundahishn. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren] · 1625 · Syriska & Latin.
Gemma gemmarum	Gemma gemmarum
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1869 · Svenska & Engelska.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1917. · 1936 · swe
Salomos vishet	Salomos vishet
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1675 · dut
Edda Sæmundar. Urval	Edda Saemundar. · Urval · swe
Tusen och en natt	The thousand and one nichts (Alf Layla wa-Layla) <dt.>
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Manda
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Scottish Metrical Psalter. · 1686 · eng
Bibeln. Moseböckerna	Bible. · [O.T., Pentateuch., Authorised.] · eng
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Sañcayagāthā	Tripiṭaka. · [Sūtrapiṭaka., Prajñāpāramitā., Sañcayagāthā. Tibetan & Sanskrit]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · gle
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1954 · swe
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet. Arabiska & Engelska]
Bibeln. Nya Testamentet	Bible. · [N.T.] · Bèze. · 1642. · Greek.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1831 · Grekiska.
Bibeln	Bibeln. · 1974 · lav
Bibeln	Bibeln. · 1648. · Authorized. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Valentin.] · fre
Kanteletar. Urval	Kanteletar. · Urval · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1643. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1760 · lat
Bibeln	Bibeln. · Luther. · 1664 · ger
Koranen	Koranen. · Kurdiska & arabiska.
Bibeln	Bibeln. · 1847 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Luther. · 1846 · ger
Bibeln. Profetiska böckerna. Urval	Bibeln. · [Profetiska böckerna.] · Urval · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1661. · eng
Bibeln. Hesekiel	Bible. · [O.T., Ezekiel XXXV., Authorised.] · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · chm
Purana. Skandapurāṇa	Purāṇa. · [Skandapurāṇa.] · eng
Historia Karoli Magni et Rotholandi	Historia Karoli Magni et Rotholandi. · Tyska & Latin
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken. Syriska]
Bibeln	Bibeln. · sin
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1883 · chu
Bibeln	Bibeln. · 1726 · pol
Hallfreðar saga Vandræðaskálds	Hallfreðar saga Vandræðaskálds
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet. Kurdiska]
Koranen	Koranen. · rus
Bibeln	Bibeln. · 1949 · eng
Bibeln. Romarbrevet	Bible. · [N.T., Romans., Authorised.] · Selections. · eng
Eiríks saga víðförla	Eiríks saga víðfǫrla
Bibeln	Bibeln. · 1884 · swe
Tipitaka. Suttapiṭaka. Khuddakanikāya. Jātaka	Tipiṭaka. · [Suttantapiṭaka Khuddakanikāya Jātaka.] · dan
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1922 · 1917. · swe
Edda Sæmundar	Edda Saemundar · pol
Bibeln	Bibeln. · 1882 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1927 · kua
Bibeln. Psaltaren	Bibeln. · [Psaltaren] · 1825 · Tyska & hebreiska.
Bhagavadgītā. Urval	Bhagavadgītā. · Urval. · 1910 · Runeberg. · swe
Bibeln	Bibeln. · 1599 · pol
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Hebreiska & Latin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Luther. · 1915 · ger
Falarisbreven	Falarisbreven
Bibeln. Esra	Bibeln. · [Esra.] · 1919 · Fornetiopiska & Franska.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1696 · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · dan
al-Muʻallaqāt	al-Muʻallaqāt. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet] · yid
Hrafnkels saga Freysgoða	Hrafnkels saga Freysgoða. · dan
Egils saga Skallagrímssonar	Egils saga Skallagrímssonar. · spa
Nikodemosevangeliet	Nikodemosevangeliet. · fro · fre
Bibeln. Gamla Testamentet	Bibeln. · [Nya Testamentet.] · 1569 · lat · gre · syc
Biskupa sǫgur	Biskupa sögur
Bhagavadgītā	Bhagavadgita. · tam
Bibeln. Matteusevangeliet. Urval	Bibeln. · [Matteusevangeliet.] · Urval · dan
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · Giertz · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Miscellaneous metrical versions.] · Selections. · eng
Bibeln	Bibeln. · 1959 · zul
Midrash Shir ha-shirim	Midrash rabba. · [Höga Visan]
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Heyman. · 1980 · swe
Bibeln	Bibeln. · 1703. · 1760 Lange. · swe
Veda. Atharvaveda	Vedas. · [Atharvaveda.] · Engelska & Sanskrit
Tipitaka. Suttapiṭaka. Dīghanikāya	Dīgha-nikāya
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1757 · lat
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Boswell.] · eng
Koranen	Koranen · Tyska & Arabiska
Bibeln	Bibeln. · Tremellius. · 1680. · lat
Sefer Yeẓirah	Sefer Yeẓirah. Latin & Hebreiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917 · swe
Bibeln	Bibeln. · 1878 · swe
Bibeln	Bibeln. · Geneva. · 1582. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1837 · swe
Dödahavsrullarna	Dödahavsrullarna. · [Tackpsalmerna.] · Hebreiska & engelska
Laxdæla saga. Urval	Laxdæla saga. · Urval · swe
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · ger
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Hebreiska & Franska
Tipitaka. Vinayapiṭaka. Khandhaka. Mahāvagga	Tipitaṭaka. · [Vinayapiṭaka., Mahāvagga.] · pli
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1616 · lat
Kalevala. Urval	Kalevala. · Urval. · ger
Bibeln	Bibeln. · 1703. · 1735 Broocman. · swe
Bibeln	Bibeln. · 1703. · 1837 Rumstedt · swe
Bibeln. Daniel	Bibeln. · [Daniel.] · 1882 · Arameiska & Hebreiska.
Kalevala	Kalevala · rus
Tipitaka. Suttapiṭaka. Saṃyuttanikāya	Saòmyutta Nik¿aya. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1814 · gre
Sept sages de Rome	Seven sages of Rome. · 1688. · eng
Bibeln. Hebreerbrevet	Bibeln. · [Hebreerbrevet.] · Fornetiopiska. · 2004
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Waldenström. · 1886 · swe
Bibeln. Nya Testamentet	Bible. N. T. Greek. 1943
Kalīlah wa-Dimnah	Kalila wa-Dimna. Engelska
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet] · Urval
Bibeln. Nya Testamentet	Bibeln. · [Lukasevangeliet.] · kom
Bibeln. Predikaren	Bibeln. · [Predikaren.] · Pautrel. · 1948 · fre
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · mic
Bibeln	Bibeln. · Luther. · 1972 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · uig
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1673. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1893 · heb
Konungs skuggsjá	Kunungs skuggsjá. · eng
Homeriska hymnerna	Homeriska hymnerna. · Tyska & grekiska
Bibeln	Bibeln. · Nötscher · ger
Bibeln. Mackabeerboken 1	Bibeln. · [Apokryferna, Mackabéerboken 1.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · udm
Bibeln	Bibeln. ryska
Gilgamesh	Gilgamesj-eposet. · tur
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripitaḳa. · [Sūtrapiṭaka., Saddharmapuṇḍarīkasūtra.] · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1903 · Samiska.
Bibeln. Urval	Bibeln. · Urval. · 1775 · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · grc
Hávamál	Hávamál. · eng
Bibeln. Nahum	Bibeln. · [Nahum.] · Provövers. · 1840 · swe
Lazarillo de Tormes	Lazarillo de Tormes. · eng
Bibeln. Lukasevangeliet	Bibeln. · [Nya Testamentet.] · 1979 · fin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917. · 1993 · swe
Igorkvädet	Igorkvädet · rus
Själens tröst	Själens tröst. · 9fs · swe
Bibeln. Mackabeerböckerna	Bibeln. · [Apokryferna., Mackabéerböckerna. Tyska]
Bibeln. Jesaja. Urval	Bibeln. · [Jesaja., 27.] · Metzén · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1618. · eng
Bibeln	Bibeln · niu
Catonis disticha. Urval	Catonis disticha. · Urval · eng
Friðþjófs saga	Friðþjófs saga. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Folkbibeln. · 2009 · swe
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Persiska (Judepersiska)
Bibeln	Bibeln. · 1703. · 1849 Lindh. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Myrberg. · 1893 · swe
Bibeln. Psaltaren	Bible. · [Psaltaren.] · 1742. · fre
Bibeln. Hosea	Bibeln. · [Hosea.] · Hebreiska & Italienska
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · ara
Bibeln	Bibeln. · Saci. · 1713 · fre
Bibeln	Bibeln. · 1855 · fre
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1551. · fin
Yogavāsiṣṭha. Urval	Yogavāsiṣṭha · Urval · swe
Bibeln	Bibeln. · Luther. · 1726 · ger
Bibeln	Bibeln. · Vulgata. · 1859 · lat
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Schultze.] · por
Haggada	Haggada. Ungerska & Hebreiska
Bibeln. Evangelierna	Bible. · [N.T., Gospels., Campbell.] · eng
Bibeln. Nya Testamentet	Bible. · [N.T.] · Bèze. · 1594. · lat
Shi jing	Shih ching. Tyska
Bibeln. Filipperbrevet	Bible. · [N.T., Reina-Valera.] · spa
Tusen och en natt	Tusen och en natt. · swa
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1516 · Polyglott.
Bibeln	Bibeln. · 1639 · eng
Bibeln	Bibeln. · New Revised Standard. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Priests for Equality · eng
Bibeln. Hebreerbrevet	Bible. · [N.T., Hebrews., Hardy.] · eng
Bibeln	Bibeln. · 1652 · eng
Bibeln	Bibeln · 1670 · eng
De tolv patriarkernas testamenten	Testaments of the twelve patriarchs. · 1606. · eng
Bibeln. Höga visan	Bibeln. · [Höga visan. Italienska]
Bibeln. Höga visan	Bibeln. · [Höga Visan. Engelska]
Tripitaka. Sūtrapiṭaka. Karmavibhaṅga	Karmavibhaṅga. · san
Koranen	Koranen. · dut
Koranen. Urval	Koranen. · [Sura 1-2.] · swe
Talmud Yerushalmi	Talmud Yerushalmi. · Codex Scaligerianus
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Hedegård. · 1976 · swe
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Douai.] · Selections. · eng
Færeyinga saga	Færeyinga saga. · eng
Amadis de Gaula	Amadís de Gaula. · ger
Den svenska psalmboken	Psalmboken 1819 Sthlm Gadelius.
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Jewish Publication Society. · 2011. · eng
Bibeln	Bibeln. · 1940 · fin
Bibeln	Bibeln · ara
Bibeln	Bibeln.
Bibeln. Nya Testamentet	Bibeln. · [Lukasevangeliet.] · geo · fre
Bibeln. Nya Testamentet	Bible. · [New Testament.] · 2014. · grc
Bibeln	Bible. · 1977. · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1761 · Grekiska & Latin.
Tusen och en natt. Urval	Tusen och en natt · Urval · ger
Själens tröst	Själens tröst. · 9fs
Bibeln	Biblia, Test. Vetus et Novum, Lat.
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Ryska]
Bibeln. Uppenbarelseboken	Bible. · [N.T. Revelation.] · Paraphrases. · Giffard. · 1946 · Anglo-Norman.
Bibeln	Bibeln. · 1977 · eng
Bibeln. Tolvprofetboken	Bibeln. · [Tolvprofetboken. Hebreiska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Rodén. · 1902 · tig
Bibeln	Bibeln · sma
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · pol
Mekhilta	Mekhilta. Svenska
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · ger
Maḥzor	Maḥzor. · yid · heb
Bibeln	Bibeln. · 1682 · eng
Bibeln. Nya Testamentet	Bible. · [N.T.] · Tyndale. · 1525. · eng
Bibeln	Bibeln. · 1703. · 1812 Rumstedt 2. · swe
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Squire.] · Selections. · eng
Ny Psalmebog	Ny Psalmebog. · 1553
Bibeln	Bibeln. · 1596 · Polyglott.
Kalevala	Kalevala. · ice
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1680. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1728 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1717 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Matteusevangeliet.] · grc
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1974 · bel
Bibeln	Bibeln. · 1875 · Polyglott.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · New International Reader's Version. · eng
Tipitaka. Suttapiṭaka. Urval	Tipitaka. · [Suttapi] · swe
Tusen och en natt	Tusen och en natt. Slovenska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · rus
Bibeln	Bible. · Vulgate. · 1454. · lat
Kanjur	Kanjur · tib
Haggada	Haggada. · 1999
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Soden. · 1913 · Grekiska.
Pyrmidtexterna	Pyramidtexterna. · eng
Jubiléerboken	Jubiléerboken. · gez
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Edition oecumenque. · 1976. · fre
Edda Sæmundar. Urval	Edda Sæmundar. · Urval · fre
Bibeln. Jeremia	Bibeln. · [Jeremia.] · nor
Mishna. Sanhedrin	Mishna. · [Sanhedrin. Tyska & hebreiska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1901 · Grekiska.
Talmud	Talmud. Engelska. · 1989
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1860 · Hindi (Hindustani).
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet .] · Giertz · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Nylatin.
Mort le Roi Artu	Mort le roi Artu. · dan
Bibeln	Bibeln · 1511 · lat
Tusen och en natt	Tusen och en natt · kur
Purana. Varāhapurāṇa	Purāṇa. · [Varāha purāṇa. Engelska]
Bibeln	Bibeln. · 1715 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Bishops'. · 1589. · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1946 · lav
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Fornkyrkoslaviska]
Kalīlah wa-Dimnah	Kalīla wa-Dimna. Franska & Hebreiska
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Syriska
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Kituba]
Bibeln. Hosea	Bibeln. · [Nya Testamentet.] · 1841 · hin
Apophthegmata Patrum	Apophthegmata Patrum. · [Selections.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · spa
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Hebreiska & Ungerska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Polyglott
Hrafnkels saga Freysgoða	Hrafnkels saga Freysgoða. · nno · non
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917. · 1964 · swe
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · lat
Ramayana	Ramayana. · [5.] · ger
Upanishaderna. Śvetāśvataropaniṣad	Upanishaderna. · [Śvetāśvatarupaniṣad.] · Tyska & Sanskrit
Bibeln. Petrusbrevet 1	Bible. · [N.T., 1 Peter., Authorised.] · eng
Adi Granth	Ādi-Granth.
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · Iriska & Latin
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · 1540 · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1524 · ger
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Samaritansk · ara
Bibeln	Bibeln · 1680 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1836 · swe
Bibeln. Nya Testamentet	Bibeln · [Nya Testamentet] · Folkbibeln · 2011 · swe
Bibeln	Bibeln. · Eliot. · 1685. · Massachuset.
Upanishaderna. Urval	Upanishaderna. · Urval · chi
Bibeln	Bibeln. Engelska. · Geneva. · 1560
Tipitaka. Suttapiṭaka	Sutta-Pitaka
Purana. Viṣṇupurāṇa	Viṣṇu Purāṇa
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Latin]
Tusen och en natt	Tusen och en natt. Danska
Sept sages de Rome	Seven sages of Rome. · 1755. · eng
Bibeln. Psaltaren	Bible. · [Matthew.] · Cowan. · 1962. · myn
Falarisbreven	Faarisbreven. · grc · lat
Bibeln. Jona	Bibeln. · [Jona.] · 1857 · mul
Bibeln. Hebreerbrevet	Bibeln. · [Hebreerbrevet.] · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1624 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1901 · ita
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1816 Rumstedt. · swe
Jyske lov	Jydske Lov.
Bibeln	Bibeln · [1739] · est
Shi jing	Shijing
Bibeln. Höga visan	Bibeln. · [Höga visan.] · Polyglott.
Bibeln. Job	Bible. · [O.T., Job., Blackmore.] · eng
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Psalm 34.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1902 · swe
Bibeln. Markusevangeliet	Bible. · [Mark.] · Lyman. · 1965. · zap
Mishna. Tamid	Mišna. · [Tamid.]
Midrash rabba. Ester	Midrash rabba. · [Ester. Jiddisch & Hebreiska]
Koranen	Koranen. Italienska
Haggada	Haggada. · heb · ara
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · 1972 · jpr
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1835 · mnc
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1599 · mul
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · swe
Tripiṭaka. Vinayapiṭaka. Mūlasarvāstivādavinaya. Vinayavastu	Tripiṭaka. · [Vinayapiṭaka.] · [Mūlasarvāstivādavinaya., Bhaiṣajyavastu. Polyglott]
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Serbokroatiska
Talmud. Urval	Talmud. · Urval. · 1980 · ger
Bibeln	Bibeln. · Bishops. · 1577. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Smart.] · eng
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1646. · wel
Bibeln. Nya Testamentet	Bibeln. · [Nya testamentet.] · per
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1818 Rumstedt. · 1703. · swe
Egils saga einhenda og Ásmundar berserkjabana	Egils saga einhenda ok Ásmundar berserkjabana. · Svenska & Fornisländska
Talmud. Taʻanit	Talmud. · [Taʻanit.] · ger
Bibeln. Job	Bible. · [O.T., Job.] · Latin and Hebrew.
Esra 4	Esra 4. Arabiska
Kanteletar. Urval	Kanteletar. · Urval · eng
Bibeln	Bible. · New International. · 1996. · eng
Bibeln. Habackuk	Bibeln. · [Habackuk.] · heb
Bibeln	Bibeln. · Plantin · Polyglott.
Njáls saga. Urval	Njáls saga. · Urval · ger
Bibeln. Nahum	Bibeln. · [Nahum.] · 1840 · swe
Kalīlah wa-Dimnah	Kalīla wa-Dimna. arabiska
Bibeln	Bibeln. · 1661. · Authorized. · eng
Maḥzor. Sukkot	Maḥzor. · [Lövhyddohögtiden.] · Jiddisch & hebreiska
Bibeln. Gamla Testamentet	Bible. · [O.T.] · Coptic. · 1908.
Bibeln	Bibeln · 1697 · lat
Roman d’Alexandre	Alexandersagan. · fro
Bibeln	Bibeln. · 1744 · fre
Bibeln. Breven. Urval	Bible. · [N.T., Epistles.] · Selections. · Taverner. · 1543.
Bibeln. Nya Testamentet. Urval	Bible. · [N.T.] · Selections. · Taverner. · 1545.
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Scottish metrical Psalter. · 1642. · eng
Jaina Āgama. Aṅga. Sūtrakṛtāṅga	Jaina Āgama. · [Aṅga., Sūtrakṛtāṅga.]
Bibeln	Bibeln · 1917 ; 1981 · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1611. · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Tsachuriska
Bibeln	Bibeln. · Authorized. · 1633. · eng
