descriptionlanguage	id	iri
{"code": "sw"}	53hlt5qp06wf8dc	http://libris.kb.se/auth/390651
{"code": "sw"}	nl03bnd60q3prvl	http://libris.kb.se/auth/390786
{"code": "e-sw"}	b8nr0b7v3mx2wtw	http://libris.kb.se/auth/390956
{"code": "sw"}	tr58htvc3lgf5dw	http://libris.kb.se/auth/391061
{"code": "sw"}	wt7bkwxf2mfcl27	http://libris.kb.se/auth/391063
{"code": "sw"}	rp36frz94jr6vg9	http://libris.kb.se/auth/391209
{"code": "sw"}	97mqzbxt4ssblnm	http://libris.kb.se/auth/391615
{"code": "sw"}	31fjr4rm5cpsjq6	http://libris.kb.se/auth/391639
{"code": "sw"}	86lpx98s4s015tm	http://libris.kb.se/auth/391944
{"code": "sw"}	97mqzb9t3tp2dpp	http://libris.kb.se/auth/391945
{"code": "sw"}	1zcgp24k01ss90d	http://libris.kb.se/auth/392027
{"code": "sw"}	rp36fsw943rc6zw	http://libris.kb.se/auth/392049
{"code": "sw"}	c9ps1dlw1qk8cg0	http://libris.kb.se/auth/392157
{"code": "sw"}	tr58hv5c5jlxmk0	http://libris.kb.se/auth/392231
{"code": "sw"}	53hlt6kp51nrtgg	http://libris.kb.se/auth/392301
{"code": "sw"}	nl03bq661glbp3v	http://libris.kb.se/auth/392406
{"code": "sw"}	c9ps1fxw1ppx0m1	http://libris.kb.se/auth/392457
{"code": "sw"}	dbqt2g0x2k9h4pt	http://libris.kb.se/auth/392488
{"code": "we"}	86lpxb5s4sq33cb	http://libris.kb.se/auth/392754
{"code": "sw"}	xv8cl0vg573s6m8	http://libris.kb.se/auth/392774
{"code": "sw"}	zw9dm1wh3dkf1s0	http://libris.kb.se/auth/392775
{"code": "sw"}	31fjr5bm0885mkl	http://libris.kb.se/auth/393049
{"code": "sw"}	0xbfn2fj4qm9zw7	http://libris.kb.se/auth/393226
{"code": "sw"}	jgvz6m423xzscjc	http://libris.kb.se/auth/393362
{"code": "sw"}	pm14csk7372vd5h	http://libris.kb.se/auth/393607
{"@id": "https://id.kb.se/language/swe"}	64jlf5hq50hfvnt	http://libris.kb.se/auth/39412
{"code": "sw"}	1zcgp5tk2jzxczp	http://libris.kb.se/auth/394457
{"code": "sw"}	tr58hz7c0rt8301	http://libris.kb.se/auth/394991
{"code": "sw"}	zw9dm3ch0v4xj4d	http://libris.kb.se/auth/394995
{"code": "sw"}	0xbfn4fj5bgsq8r	http://libris.kb.se/auth/395026
{"code": "sw"}	64jmvcqq5gw92sk	http://libris.kb.se/auth/395122
{"code": "sw"}	qn25dwc85g9884x	http://libris.kb.se/auth/395198
{"code": "sw"}	tr58h0gc1mfs4w6	http://libris.kb.se/auth/395201
{"code": "sw"}	wt7bk2jf3w4f62j	http://libris.kb.se/auth/395203
{"code": "sw"}	1zcgp6nk40mkzst	http://libris.kb.se/auth/395207
{"code": "sw"}	jgvz6p625fbt208	http://libris.kb.se/auth/395222
{"code": "sw"}	sq47gzlb1qhl7n0	http://libris.kb.se/auth/395350
{"code": "sw"}	khw07qf33zhvz42	http://libris.kb.se/auth/395403
{"code": "sw"}	wt7bk24f4n5gdnc	http://libris.kb.se/auth/395743
{"code": "sw"}	xv8cl3cg06n5lgs	http://libris.kb.se/auth/395924
{"code": "sw"}	1zcgp7xk50dds76	http://libris.kb.se/auth/396347
{"code": "Lux"}	31fjr91m0gp9r40	http://libris.kb.se/auth/396379
{"code": "sw"}	qn25dxp85shxvx4	http://libris.kb.se/auth/396398
{"code": "Lux"}	tr58h1sc1vb98zg	http://libris.kb.se/auth/396401
{"code": "sw"}	75knwf6r3sztbpw	http://libris.kb.se/auth/396413
{"code": "sw"}	c9ps1kdw5p1123n	http://libris.kb.se/auth/396477
{"code": "sw"}	dbqt2lfx2c3x8dr	http://libris.kb.se/auth/396478
{"code": "sw"}	gdsw4nn00tlbb68	http://libris.kb.se/auth/396600
{"code": "sw"}	xv8cl44g1c0zl8x	http://libris.kb.se/auth/396614
{"code": "sw"}	khw07rx34f04hcq	http://libris.kb.se/auth/396753
{"code": "sw"}	qn25dx5818tm8kr	http://libris.kb.se/auth/396818
{"code": "sw"}	pm14cw574wf8d77	http://libris.kb.se/auth/396847
{"code": "sw"}	97mqzjvt0sd4r7p	http://libris.kb.se/auth/396955
{"code": "sw"}	b8nr0kwv48m1hdf	http://libris.kb.se/auth/396956
{"code": "sw"}	ljx18tk41qgcfm7	http://libris.kb.se/auth/397294
{"code": "S"}	jgvz6sm215z3rnp	http://libris.kb.se/auth/398312
{"code": "sw"}	20dhqcpl4fl32qw	http://libris.kb.se/auth/398808
{"code": "sw"}	hftx5s5135jrsd9	http://libris.kb.se/auth/398821
{"code": "sw"}	khw07v73299hnc3	http://libris.kb.se/auth/398823
{"code": "sw"}	xv8cl7ng0kwqczc	http://libris.kb.se/auth/398894
{"code": "sw"}	qn25d1h85022c7w	http://libris.kb.se/auth/398918
{"code": "sw"}	wt7bk6nf2b58bw0	http://libris.kb.se/auth/398923
{"code": "1987-"}	xv8cl7pg5rsg4zw	http://libris.kb.se/auth/398924
{"code": "sw"}	64jmvhzq082qt9m	http://libris.kb.se/auth/398932
{"code": "sw"}	86lpxlls2p7bjbc	http://libris.kb.se/auth/400344
{"code": "sw"}	dbqt2qrx206gz1z	http://libris.kb.se/auth/400378
{"code": "sw"}	dbqt2rzx27bh9h1	http://libris.kb.se/auth/400558
{"@id": "https://id.kb.se/language/swe"}	b8nr0tsv0zxjbpv	http://libris.kb.se/auth/404966
{"@id": "https://id.kb.se/language/swe"}	gdsw4zz051832l0	http://libris.kb.se/auth/404970
{"@id": "https://id.kb.se/language/swe"}	xv8clffg23g0d6q	http://libris.kb.se/auth/404984
{"@id": "https://id.kb.se/language/swe"}	1zcgqkwk3smb4kd	http://libris.kb.se/auth/405317
{"code": "sw"}	97mpjbxt34f71q6	http://libris.kb.se/auth/40615
{"code": "we"}	86lpzv4s4bx3bks	http://libris.kb.se/auth/407124
{"code": "Nyks"}	20dhrnjl5tfc1r1	http://libris.kb.se/auth/407658
{"code": "Nyks"}	0xbfpmjj2tm9c8r	http://libris.kb.se/auth/407716
{"code": "sw"}	jgvz756222vq7s0	http://libris.kb.se/auth/407822
{"code": "Kshu"}	nl03cb862fsk9sk	http://libris.kb.se/auth/408666
{"code": "Kshu"}	pm14dc970nmrqzp	http://libris.kb.se/auth/408667
{"code": "Kshu"}	qn25fdb837k6xqq	http://libris.kb.se/auth/408668
{"code": "sw"}	nl03cfn61smzl4d	http://libris.kb.se/auth/411726
{"code": "sw"}	1zcf87vk33r6b1r	http://libris.kb.se/auth/45287
{"code": "sw"}	ljx0t0d44dfnsk7	http://libris.kb.se/auth/50644
{"code": "Jud"}	0xbd8x0j2f3265l	http://libris.kb.se/auth/65236
{"@id": "https://id.kb.se/language/swe"}	64jlgg1q0dklkl8	http://libris.kb.se/auth/74092
{"code": "sw"}	gdsvqv902ng63hs	http://libris.kb.se/auth/77670
{"code": "sw"}	1zcfb66k35c1jrm	http://libris.kb.se/auth/98687
