	Libris	Titel	Fil namn	Äldre länk	
	http://libris.kb.se/bib/10646531	Läkemedelsassisterad underhållsbehandling vid opiatberoende	2007-109-26_200710926.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9002/2007-109-26_200710926.pdf	
	http://libris.kb.se/bib/10607085	Läkemedelsassisterad underhållsbehandling vid opiatberoende :	200710926.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/49AD6932-040A-49B4-B5BA-AB581C31527B/8329/200710926.pdf	
	http://libris.kb.se/bib/17414728	Läkemedelsbehandling av adhd hos barn och vuxna - Stöd för beslut om behandling - Remissversion	2014-10-41.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19580/2014-10-41.pdf	
	http://libris.kb.se/bib/11358501	Läkemedelsförsäljningen i Sverige - analys och prognos	2008-126-30_200812630.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8775/2008-126-30_200812630.pdf	
	http://libris.kb.se/bib/14221391	Läkemedelsgenomgångar för äldre ordinerade fem eller fler läkemedel :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/10646533	Länsstyrelsernas kommunbesök enligt miljöbalken	2007-131-38_200713138.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9293/2007-131-38_200713138.pdf	
	http://libris.kb.se/bib/21086753	Lättläst om levnadsvanor	nr-sjukdomsforebyggande-folder-lattlasta-fragor-om-levnadsvanor-fritext.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-sjukdomsforebyggande-folder-lattlasta-fragor-om-levnadsvanor-fritext.pdf	
	http://libris.kb.se/bib/10176361	Med arbete som insats	2002-112-1.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-112-1.pdf	
	http://libris.kb.se/bib/8205168	Meddelandeblad /	?Title=&SubjectId=-1&SubjectText=&PublishedYear=-1&PublDocType=26&PublDocTypeText=Meddelandeblad&SortOrder=0&Language=0&offset=1.pdf	http://www.socialstyrelsen.se/Publicerat/Sok_Resultat/?Title=&SubjectId=-1&SubjectText=&PublishedYear=-1&PublDocType=26&PublDocTypeText=Meddelandeblad&SortOrder=0&Language=0&offset=1.pdf	
	http://libris.kb.se/bib/11358518	Medfödda hjärtfel	2008-102-2_20081024.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8587/2008-102-2_20081024.pdf	
	http://libris.kb.se/bib/20908661	Medfödda hjärtfel - Vetenskapligt underlag för Nationella riktlinjer för hjärtsjukvård 2008	nr-hjartsjukvard-2008-vetenskapligtunderlag-medfoddahjartfel.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2008-vetenskapligtunderlag-medfoddahjartfel.pdf	
	http://libris.kb.se/bib/10650939	Medicinsk födelseregistrering.	1999-42-9_9942009.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/12256/1999-42-9_9942009.pdf	
	http://libris.kb.se/bib/19154322	Medicinskt ansvarig sjuksköterska och medicinskt ansvarig för rehabilitering - Meddelandeblad	2015-11-14.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19964/2015-11-14.pdf	
	http://libris.kb.se/bib/10650699	Medicinskt omhändertagande av asylsökande barn i hälso- och sjukvården	0077-008.pdf	http://www.socialstyrelsen.se/publikationer2000/2000-77-8/Documents/0077-008.pdf	
	http://libris.kb.se/bib/17552882	MET i NR 2014	MET-nr2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/MET-nr2014.pdf	
	http://libris.kb.se/bib/17552880	MET MI i NR 2014	MET-MI-nr2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/MET-MI-nr2014.pdf	
	http://libris.kb.se/bib/14070096	Metoder för brukarinflytande och brukarmedverkan inom socialtjänst och psykiatri :	2011-12-20.pdf	http://www.socialstyrelsen.se/publikationer2011/2011-12-20.pdf	
	http://libris.kb.se/bib/10176365	Metoder för missbrukarvården	2003-112-4_20031125.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10656/2003-112-4_20031125.pdf	
	http://libris.kb.se/bib/11358520	Metoder som används för att förebygga psykisk ohälsa hos barn	2008-126-50_200812650.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8794/2008-126-50_200812650.pdf	
	http://libris.kb.se/bib/10650711	Metodstudier för utveckling av NordDRG.	2000-77-13_0077013.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11918/2000-77-13_0077013.pdf	
	http://libris.kb.se/bib/11854415	Migration och sexuell hälsa	migrationochsexuellhalsa.pdf	http://www.socialstyrelsen.se/publikationer2010/migrationochsexuellhalsa.pdf	
	http://libris.kb.se/bib/11830449	Migration och sexuell hälsa :	migrationochsexuellhalsa.pdf	http://www.socialstyrelsen.se/publikationer2010/migrationochsexuellhalsa.pdf	
	http://libris.kb.se/bib/9815697	Miljöhälsorapport 2005 /	2005-111-1.pdf	http://www.socialstyrelsen.se/publikationer2005/2005-111-1.pdf	
	http://libris.kb.se/bib/10647637	Miljöns inverkan på barns hälsa	2005-114-7_20051149.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10027/2005-114-7_20051149.pdf	
	http://libris.kb.se/bib/22543729	Miljöterapi - terapeutiska samhällen - vid drogberoende	smith-miljoterapi-vid-drogberoende.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/smith-miljoterapi-vid-drogberoende.pdf	
	http://libris.kb.se/bib/14663391	Min syn på psykiatrisk vård, stöd och omsorg	2013-6-42.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19169/2013-6-42.pdf	
	http://libris.kb.se/bib/20908499	Minnesanteckningar Rådsmöte Donationsrådet 18 november 2013	Minnesanteckningar-Radsmote-18-november-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Minnesanteckningar-Radsmote-18-november-2013.pdf	
	http://libris.kb.se/bib/21152633	"Minnesanteckningar; informationsmöte - specialitetsföreningar 2013-11-06"	lakarnas-st-minnesanteckningar-infomote-specialitetsforeningar-20131106.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/lakarnas-st-minnesanteckningar-infomote-specialitetsforeningar-20131106.pdf	
	http://libris.kb.se/bib/20917141	Minska risken för plötslig spädbarnsdöd	2013-12-25.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19300/2013-12-25.pdf	
	http://libris.kb.se/bib/17223321	Minska risken för plötslig spädbarnsdöd - sex råd till dig som förälder - översättning till franska	2014-9-4.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-9-4.pdf	
	http://libris.kb.se/bib/10649076	Missbrukare och övriga vuxna	2002448.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/19CB8C41-BF2D-442B-AD49-D6E578B24FCE/3734/2002448.pdf	
	http://libris.kb.se/bib/10648011	Missbrukare och övriga vuxna	2004-44-7_2004447.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10532/2004-44-7_2004447.pdf	
	http://libris.kb.se/bib/11358522	Missbruks- och beroendevårdens öppenvård (ÖKART)	2008-131-17_200813117.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8846/2008-131-17_200813117.pdf	
	http://libris.kb.se/bib/10905818	Missbruks- och beroendevårdens öppenvård (ÖKART) :	200813117.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/4457DD77-F896-48D8-AD4E-E868A69EEAE0/10372/200813117.pdf	
	http://libris.kb.se/bib/14843239	Modell för framtagande av underlag till regeringen inför beslut om nationella vaccinationsprogram	2013-11-9.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-11-9.pdf	
	http://libris.kb.se/bib/22547172	Modell för uppföljning av huvudmännens arbete med ändamålsenlig dokumentation	inbjudan-spridningsseminarium-vardegrund-131014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/inbjudan-spridningsseminarium-vardegrund-131014.pdf	
	http://libris.kb.se/bib/22547171	Modell för uppföljning av huvudmännens arbete med ändamålsenlig dokumentation	uppfoljning-av-huvudmannens-arbete-med-andamalsenlig-dokumentation.pptx	http://www.socialstyrelsen.se/SiteCollectionDocuments/uppfoljning-av-huvudmannens-arbete-med-andamalsenlig-dokumentation.pptx	
	http://libris.kb.se/bib/10776877	Mot en mer jämställd sjukvård och socialtjänst	2008-131-1_20081311_rev1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8839/2008-131-1_20081311_rev1.pdf	
	http://libris.kb.se/bib/10715143	Mot en mer jämställd vård och socialtjänst	20081312.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/978DC1D2-22EB-489F-98F3-ACB4CDCCDCF3/10145/20081312.pdf	
	http://libris.kb.se/bib/11358524	Mot en mer jämställd vård och socialtjänst	20081312.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/978DC1D2-22EB-489F-98F3-ACB4CDCCDCF3/10145/20081312.pdf	
	http://libris.kb.se/bib/14228065	Målgruppen för de särskilda tandvårdsstöden uppsökande verksamhet och nödvändig tandvård :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/18476831	Månadsstatistik ekonomiskt bistånd preliminär augusti 2015	ekonomiskt-bistand-snabbstat-augusti-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-snabbstat-augusti-2015.xls	
	http://libris.kb.se/bib/22545974	Månadsstatistik över ekonomiskt bistånd, augusti 2013	ekonomiskt-bistand-utforlig-augusti-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-augusti-2013.xls	
	http://libris.kb.se/bib/22179243	Månadsstatistik över ekonomiskt bistånd, februari 2014	ekonomiskt-bistand-utforlig-februari-2014.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-februari-2014.xls	
	http://libris.kb.se/bib/18235303	Månadsstatistik över ekonomiskt bistånd, februari 2015	ekonomiskt-bistand-utforlig-februari-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-februari-2015.xls	
	http://libris.kb.se/bib/22127955	Månadsstatistik över ekonomiskt bistånd, januari 2014	ekonomiskt-bistand-utforlig-januari-2014.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-januari-2014.xls	
	http://libris.kb.se/bib/18225378	Månadsstatistik över ekonomiskt bistånd, januari 2015	ekonomiskt-bistand-utforlig-januari-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-januari-2015.xls	
	http://libris.kb.se/bib/22534560	Månadsstatistik över ekonomiskt bistånd, Juli 2013	ekonomiskt-bistand-utforlig-juli-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-juli-2013.xls	
	http://libris.kb.se/bib/17223342	Månadsstatistik över ekonomiskt bistånd, juli 2014	manadsstatistikomekonomisktbistand.pdf	http://www.socialstyrelsen.se/statistik/statistikefteramne/manadsstatistikomekonomisktbistand.pdf	
	http://libris.kb.se/bib/18476830	Månadsstatistik över ekonomiskt bistånd, juli 2015	ekonomiskt-bistand-utforlig-juli-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-juli-2015.xls	
	http://libris.kb.se/bib/18437371	Månadsstatistik över ekonomiskt bistånd, juni 2015	ekonomiskt-bistand-utforlig-juni-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-juni-2015.xls	
	http://libris.kb.se/bib/22179242	Månadsstatistik över ekonomiskt bistånd, mars 2014	ekonomiskt-bistand-utforlig-mars-2014.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-mars-2014.xls	
	http://libris.kb.se/bib/18247290	Månadsstatistik över ekonomiskt bistånd, mars 2015	ekonomiskt-bistand-utforlig-mars-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-mars-2015.xls	
	http://libris.kb.se/bib/20912877	Månadsstatistik över ekonomiskt bistånd, oktober 2013	ekonomiskt-bistand-utforlig-oktober-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-oktober-2013.xls	
	http://libris.kb.se/bib/20902342	Månadsstatistik över ekonomiskt bistånd, September 2013	ekonomiskt-bistand-utforlig-september-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-utforlig-september-2013.xls	
	http://libris.kb.se/bib/18437355	Månadsstatistik över ekonomiskt bistånd, temporär statistik juli 2015	ekonomiskt-bistand-temporar-stat-juli-2015.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ekonomiskt-bistand-temporar-stat-juli-2015.xls	
	http://libris.kb.se/bib/10648257	Mångfaldens mekanismer	2004-123-25_200412325.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10409/2004-123-25_200412325.pdf	
	http://libris.kb.se/bib/9571877	Mångfaldens mekanismer :	2004-123-25.pdf	http://www.socialstyrelsen.se/publikationer2004/2004-123-25.pdf	
	http://libris.kb.se/bib/17815821	Mässling och röda hund - ett kunskapsunderlag till nationell handlingsplan	2014-11-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19597/2014-11-15.pdf	
	http://libris.kb.se/bib/10647629	Mäta och öppet redovisa resultaten i vård och omsorg	2005-110-7_20051107_webb.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9963/2005-110-7_20051107_webb.pdf	
	http://libris.kb.se/bib/10647170	Mätning av barns och ungdomars psykiska hälsa	2005-107-1_20051072.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9884/2005-107-1_20051072.pdf	
	http://libris.kb.se/bib/2743069	Mätning av barns och ungdomars psykiska hälsa :	1999-77-1.pdf	http://www.socialstyrelsen.se/publikationer1999/1999-77-1.pdf	
	http://libris.kb.se/bib/10646855	Möjligheter till högre studier - för studenter med psykiska och neuropsykiatriska funktionshinder	2006-123-26_200612326_webb.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9643/2006-123-26_200612326_webb.pdf	
	http://libris.kb.se/bib/21133455	National plan of action to prevent the spread of measles and rubella	2014-7-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19484/2014-7-4.pdf	
	http://libris.kb.se/bib/11767328	Nationell brukarundersökning inom vården och omsorgen om äldre 2008	2009-126-99_200912699_rev1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8522/2009-126-99_200912699_rev1.pdf	
	http://libris.kb.se/bib/21083066	Nationell handlingsplan för att hindra spridning av mässling och röda hund	2014-5-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19439/2014-5-6.pdf	
	http://libris.kb.se/bib/16900309	Nationell handlingsplan för att hindra spridning av mässling och röda hund	2014-5-6.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-6.pdf	
	http://libris.kb.se/bib/10647631	Nationell handlingsplan för hälso- och sjukvården	2005-103-4_20051034.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9873/2005-103-4_20051034.pdf	
	http://libris.kb.se/bib/9161246	Nationell handlingsplan för hälso- och sjukvården :	2003-103-4.pdf	http://www.socialstyrelsen.se/publikationer2003/2003-103-4.pdf	
	http://libris.kb.se/bib/8240432	Nationell handlingsplan för äldrepolitiken :	2001-103-7.pdf	http://www.socialstyrelsen.se/publikationer2001/2001-103-7.pdf	
	http://libris.kb.se/bib/8463535	Nationell handlingsplan för äldrepolitiken :	2002-1-4.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-1-4.pdf	
	http://libris.kb.se/bib/18116485	Nationell informationsstruktur 2015:2	2015-6-53.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-6-53.pdf	
	http://libris.kb.se/bib/18262236	Nationell informationsstruktur 2015:2 Bilaga 1: Läsanvisning till modellerna	2015-6-53-bilaga-1.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-1.pdf	
	http://libris.kb.se/bib/18262460	Nationell informationsstruktur 2015:2 Bilaga 10: Kodverk för informationsklasserna Samband och Deltagande	2015-6-53-bilaga-10.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-10.pdf	
	http://libris.kb.se/bib/18262459	Nationell informationsstruktur 2015:2 Bilaga 2: Modeller för vård och omsorg	2015-6-53-bilaga-2.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-2.pdf	
	http://libris.kb.se/bib/18262452	Nationell informationsstruktur 2015:2 Bilaga 3: Modeller för hälso- och sjukvård	2015-6-53-bilaga-3.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-3.pdf	
	http://libris.kb.se/bib/18262456	Nationell informationsstruktur 2015:2 Bilaga 4: Modeller för socialtjänst	2015-6-53-bilaga-4.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-4.pdf	
	http://libris.kb.se/bib/18262449	Nationell informationsstruktur 2015:2 Bilaga 5: Tillämpningsanvisning	2015-6-53-bilaga-5.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-5.pdf	
	http://libris.kb.se/bib/18262450	Nationell informationsstruktur 2015:2 Bilaga 6: Krav på innehåll	2015-6-53-bilaga-6.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-6.pdf	
	http://libris.kb.se/bib/18262451	Nationell informationsstruktur 2015:2 Bilaga 7: Arkitektur och metodbeskrivning	2015-6-53-bilaga-7.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-7.pdf	
	http://libris.kb.se/bib/18262457	Nationell informationsstruktur 2015:2 Bilaga 8: Revidering och nyutvecklingav modellerna i NI 2015:2	2015-6-53-bilaga-8.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-8.pdf	
	http://libris.kb.se/bib/18262455	Nationell informationsstruktur 2015:2 Bilaga 9: Översiktliga samband till ursprungliga modeller	2015-6-53-bilaga-9.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-6-53-bilaga-9.pdf	
	http://libris.kb.se/bib/18389733	Nationell informationsstruktur 2015:2 Modeller för socialtjänst	Modeller-socialtjanst-2015-2.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Modeller-socialtjanst-2015-2.pdf	
	http://libris.kb.se/bib/18225293	Nationell informationsstruktur och nationellt fackspråk 2014	2015-1-25.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19670/2015-1-25.pdf	
	http://libris.kb.se/bib/11329627	Nationell kommunikationsstrategi för det förebyggande arbetet mot hiv, sexuellt överförda infektioner och vissa blodburna sjukdomar	200812678.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/7878063F-524D-4ED5-BFD6-8F5DF3AA011D/12788/200812678.pdf	
	http://libris.kb.se/bib/11358526	Nationell kommunikationsstrategi för det förebyggande arbetet mot hiv, sexuellt överförda infektioner och vissa blodburna sjukdomar	2008-126-78_200812678.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8819/2008-126-78_200812678.pdf	
	http://libris.kb.se/bib/17869511	Nationell kommunikationsstrategi för vacciner och vaccinationsprogram	2014-11-5.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19587/2014-11-5.pdf	
	http://libris.kb.se/bib/10647640	"Nationell strategi för ""öppna jämförelser"" av hälso- och sjukvårdens effektivitet och kvalitet"	2005-107-16_200510717.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9891/2005-107-16_200510717.pdf	
	http://libris.kb.se/bib/10333889	"Nationell strategi för ""öppna jämförelser"" av hälso- och sjukvårdens effektivitet och kvalitet"	200510717.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/27DF4737-6F04-4A4E-BEE7-67A6C974FF26/4517/200510717.pdf	
	http://libris.kb.se/bib/21659750	Nationell utbildning för LSS-handläggare 7,5 hp	infoblad-LSS-4.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/infoblad-LSS-4.pdf	
	http://libris.kb.se/bib/14225831	Nationell utvärdering 2013 - Tandvård :	publikationer2013	http://www.socialstyrelsen.se/publikationer2013	
	http://libris.kb.se/bib/22546136	Nationell viktlista NordDRG för psykiatriska kliniker, 2014	norddrg-pv14psyk.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/norddrg-pv14psyk.xls	
	http://libris.kb.se/bib/12236440	Nationella kvalitetsindikatorer :	2009-126-111_2009126111_rev.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8333/2009-126-111_2009126111_rev.pdf	
	http://libris.kb.se/bib/14228102	Nationella planeringsstödet 2013 :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/21150556	Nationella planeringsstödet 2014. Tillgång och efterfrågan på vissa personalgrupper inom hälso- och sjukvård samt tandvård	2014-1-32.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19347/2014-1-32.pdf	
	http://libris.kb.se/bib/22184456	Nationella rikltinjer för missbruks- och beroendevård - Presentation	nr-missbruk-beroende-presentation.pptx	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-missbruk-beroende-presentation.pptx	
	http://libris.kb.se/bib/22127995	Nationella riktlinjer	nr-nyhetsbrev-20140331.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-20140331.pdf	
	http://libris.kb.se/bib/18164386	Nationella riktlinjer - utvärdering - Vård vid astma och KOL 2014 - Mått och underlag för bedömningar	2015-1-34.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19680/2015-1-34.pdf	
	http://libris.kb.se/bib/22667636	Nationella riktlinjer :	Nyhetsbrev	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-20140331.pdf	
	http://libris.kb.se/bib/16635791	Nationella riktlinjer för antipsykotisk läkemedelsbehandling vid schizofreni och schizofreniliknande tillstånd	2014-4-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19413/2014-4-6.pdf	
	http://libris.kb.se/bib/22179226	Nationella riktlinjer för antipsykotisk läkemedelsbehandling vid schizofreni och schizofreniliknande tillstånd - Komplettering av nationella riktlinjer för psykosociala insatser vid schizofreni och schizofreniliknande tillstånd	2014-4-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19413/2014-4-6.pdf	
	http://libris.kb.se/bib/16922360	Nationella riktlinjer för antipsykotisk läkemedelsbehandling vid schizofreni och schizofreniliknande tillstånd :	2014-4-6.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-4-6.pdf	
	http://libris.kb.se/bib/10646671	Nationella riktlinjer för bröst-, kolorektal- och prostatacancer	20071025.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/B8F14AB5-FA58-454B-8FA0-0D94FFB73691/7300/20071025.pdf	
	http://libris.kb.se/bib/10646536	Nationella riktlinjer för bröst-, kolorektal- och prostatacancer	2007-102-9_200710291.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8947/2007-102-9_200710291.pdf	
	http://libris.kb.se/bib/10424150	Nationella riktlinjer för bröst-, kolorektal- och prostatacancer :	20071025.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/B8F14AB5-FA58-454B-8FA0-0D94FFB73691/7300/20071025.pdf	
	http://libris.kb.se/bib/10646537	Nationella riktlinjer för bröst-, kolorektal- och prostatacancersjukvård	2007-102-9_rangordn.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8947/2007-102-9_rangordn.pdf	
	http://libris.kb.se/bib/10646539	Nationella riktlinjer för bröstcancersjukvård	2007-102-2_20071022.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8942/2007-102-2_20071022.pdf	
	http://libris.kb.se/bib/10394462	Nationella riktlinjer för bröstcancersjukvård :	20071022_rev1.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/4831AD0B-6DB3-4B92-89E3-989BDE5351E5/7429/20071022_rev1.pdf	
	http://libris.kb.se/bib/11609635	Nationella riktlinjer för depressionssjukdom och ångestsyndrom:	nationellariktlinjerfordepressionochangest.pdf	http://www.socialstyrelsen.se/nationellariktlinjerfordepressionochangest.pdf	
	http://libris.kb.se/bib/21659768	Nationella riktlinjer för diabetes - presentation	nr-diabetes-2014-presentation.pptx	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-diabetes-2014-presentation.pptx	
	http://libris.kb.se/bib/18225302	Nationella riktlinjer för diabetesvård - stöd för styrning och ledning	2015-2-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19689/2015-2-3.pdf	
	http://libris.kb.se/bib/17812558	Nationella riktlinjer för diabetesvård :	2015-2-3.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-2-3.pdf	
	http://libris.kb.se/bib/11767200	Nationella riktlinjer för diabetesvården 2010	nationellariktlinjerfordiabetesvarden.pdf	http://www.socialstyrelsen.se/nationellariktlinjerfordiabetesvarden.pdf	
	http://libris.kb.se/bib/11743997	Nationella riktlinjer för diabetesvården 2010 :	nationellariktlinjerfordiabetesvarden.pdf	http://www.socialstyrelsen.se/nationellariktlinjerfordiabetesvarden.pdf	
	http://libris.kb.se/bib/22547169	Nationella riktlinjer för god vård och omsorg	nr-nyhetsbrev-131010.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-131010.pdf	
	http://libris.kb.se/bib/22547170	Nationella riktlinjer för god vård och omsorg	nr-nyhetsbrev-131016.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-131016.pdf	
	http://libris.kb.se/bib/22546297	Nationella riktlinjer för god vård och omsorg	nr-nyhetsbrev-20131023.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-20131023.pdf	
	http://libris.kb.se/bib/20908955	Nationella riktlinjer för god vård och omsorg	nr-nyhetsbrev-20131201.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-20131201.pdf	
	http://libris.kb.se/bib/20908972	Nationella riktlinjer för god vård och omsorg	nr-nyhetsbrev-2013-12-19.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-nyhetsbrev-2013-12-19.pdf	
	http://libris.kb.se/bib/11358532	Nationella riktlinjer för hjärtsjukvård	2008-102-7_20081027_bilaga_1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8592/2008-102-7_20081027_bilaga_1.pdf	
	http://libris.kb.se/bib/20908855	Nationella riktlinjer för hjärtsjukvård - Bilaga 2 till beslutsstödsdokument	nr-hjartsjukvard-halsoekonomisktunderlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-halsoekonomisktunderlag.pdf	
	http://libris.kb.se/bib/20908858	Nationella riktlinjer för hjärtsjukvård - Bilaga 3 till beslutsstödsdokument	nr-hjartsjukvard-metodbilaga.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-metodbilaga.pdf	
	http://libris.kb.se/bib/18164433	Nationella riktlinjer för hjärtsjukvård - presentation	nr-hjartsjukvard-presentation.pptx	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-presentation.pptx	
